gamintojas;metai;kaina;rida;pavaros;kuras;kW
26;2009;4750.0;249731.0;0;1;129.0
12;2010;4750.0;200000.0;0;1;118.0
23;2010;4750.0;221400.0;0;1;110.0
2;2009;4750.0;195000.0;1;1;140.0
14;2007;4750.0;280000.0;0;1;110.0
3;2011;4750.0;203234.0;1;0;90.0
21;2011;4799.0;268794.0;0;1;68.0
4;2013;4799.0;250844.0;0;1;84.0
2;2009;4799.0;343447.0;0;1;140.0
3;2011;4799.0;275000.0;0;0;118.0
2;2007;4799.0;300000.0;0;1;100.0
0;1995;4799.0;100000.0;0;0;95.0
12;2012;4800.0;295406.0;1;1;118.0
0;2004;4800.0;348000.0;1;1;160.0
0;2004;4800.0;312111.0;1;1;160.0
8;2007;4800.0;257000.0;1;0;112.0
21;2015;4800.0;84189.0;1;2;49.0
9;2008;4800.0;308818.0;0;1;112.0
0;2008;4800.0;263223.0;1;1;130.0
2;2009;4800.0;230084.0;0;0;132.0
6;2009;4800.0;277638.0;0;1;100.0
0;2007;4800.0;400000.0;1;1;200.0
20;2015;4800.0;280000.0;0;1;96.0
4;2013;4800.0;237185.0;0;1;84.0
7;2008;4800.0;312000.0;0;0;110.0
6;2006;4800.0;383000.0;1;1;150.0
2;2008;4800.0;290000.0;0;1;103.0
26;2012;4800.0;220000.0;0;1;63.0
15;2010;4800.0;217441.0;0;1;88.0
2;2010;4800.0;371000.0;1;1;176.0
34;2014;4800.0;299000.0;0;1;77.0
12;2012;4800.0;201700.0;1;0;103.0
5;2010;4800.0;240000.0;0;1;80.0
27;2008;4800.0;314947.0;0;0;88.0
3;2008;4800.0;184527.0;1;1;77.0
21;2016;4840.0;118000.0;0;1;73.0
12;2011;4850.0;149000.0;0;1;81.0
2;2008;4850.0;322000.0;1;1;105.0
3;2011;4850.0;267500.0;0;1;77.0
0;2007;4850.0;280800.0;1;1;145.0
8;2008;4850.0;258347.0;1;3;56.0
3;2013;4850.0;216000.0;0;1;77.0
8;2009;4850.0;299651.0;0;1;91.0
17;2012;4850.0;196337.0;0;1;120.0
12;2013;4850.0;248952.0;0;1;118.0
6;2006;4850.0;331000.0;1;1;140.0
2;2008;4850.0;230000.0;0;1;77.0
2;2008;4850.0;269000.0;1;1;132.0
0;2008;4850.0;180000.0;1;1;210.0
3;2008;4850.0;192348.0;0;1;77.0
26;2014;4850.0;182145.0;0;0;92.0
4;2011;4850.0;240645.0;1;1;150.0
40;2010;4888.0;240000.0;0;1;110.0
26;2012;4890.0;236432.0;1;1;85.0
14;2011;4895.0;198945.0;0;1;81.0
13;2007;4899.0;227000.0;1;0;110.0
15;2018;4899.0;140000.0;0;3;82.0
3;2009;4899.0;195815.0;1;0;118.0
14;2009;4899.0;157000.0;0;1;110.0
26;2013;4900.0;145000.0;1;0;92.0
12;2016;4900.0;184000.0;0;1;77.0
6;2006;4900.0;325000.0;1;1;165.0
5;2012;4900.0;338000.0;1;0;179.0
0;2010;4900.0;372656.0;0;1;105.0
0;2004;4900.0;310866.0;1;1;160.0
2;2011;4900.0;230000.0;0;0;77.0
2;2011;4900.0;294652.0;0;1;88.0
26;2013;4900.0;170000.0;0;0;92.0
1;2013;4900.0;273750.0;0;1;77.0
3;2007;4900.0;229462.0;1;1;120.0
21;2013;4900.0;171000.0;1;0;88.0
20;2012;4900.0;290000.0;0;1;81.0
6;2006;4900.0;305000.0;1;1;225.0
39;2013;4900.0;270300.0;0;1;66.0
26;2011;4900.0;140000.0;0;0;110.0
2;2008;4900.0;282000.0;1;0;132.0
39;2014;4900.0;230000.0;0;0;92.0
27;2009;4900.0;191000.0;0;1;136.0
21;2013;4900.0;219298.0;0;1;68.0
22;2008;4900.0;280000.0;1;1;120.0
12;2012;4900.0;289000.0;0;1;143.0
1;2011;4900.0;282000.0;0;1;103.0
6;2009;4900.0;338986.0;1;1;125.0
14;2015;4900.0;110000.0;1;0;85.0
3;2008;4900.0;275087.0;0;1;125.0
5;2009;4900.0;281314.0;0;1;100.0
3;2005;4900.0;407369.0;0;1;85.0
12;2011;4949.0;182337.0;0;0;85.0
4;2011;4950.0;213000.0;0;1;82.0
0;2009;4950.0;250000.0;0;1;105.0
5;2010;4950.0;274000.0;0;1;100.0
26;2010;4950.0;332000.0;1;1;103.0
26;2012;4950.0;189244.0;0;1;70.0
34;2015;4950.0;110000.0;0;1;55.0
3;2011;4950.0;218199.0;0;1;103.0
14;2009;4950.0;226317.0;0;1;78.0
3;2010;4950.0;274339.0;0;1;77.0
20;2008;4950.0;209800.0;0;1;76.0
8;2009;4950.0;192000.0;0;1;93.0
3;2010;4950.0;265000.0;1;1;77.0
14;2013;4950.0;152356.0;1;2;80.0
9;2013;4950.0;242311.0;1;1;110.0
4;2014;4950.0;250000.0;0;1;85.0
0;2008;4950.0;377500.0;1;1;210.0
8;2008;4950.0;242067.0;0;0;95.0
8;2009;4950.0;220857.0;0;0;91.0
29;2013;4950.0;212642.0;0;0;77.0
6;2011;4950.0;235582.0;1;1;88.0
36;2009;4950.0;170668.0;0;0;70.0
18;2011;4990.0;370000.0;0;1;145.0
5;2011;4990.0;257000.0;0;1;84.0
5;2007;4990.0;203000.0;1;1;120.0
8;2007;4990.0;250000.0;0;1;100.0
0;2008;4990.0;200000.0;0;1;130.0
26;2005;4990.0;110000.0;0;1;92.0
12;2015;4990.0;186455.0;0;1;70.0
4;2012;4990.0;242000.0;0;0;115.0
8;2010;4990.0;239700.0;1;1;110.0
16;2015;4995.0;236000.0;0;1;66.0
3;2010;4999.0;199937.0;0;1;77.0
3;2008;4999.0;248324.0;0;1;103.0
0;2008;4999.0;243711.0;0;0;125.0
26;2013;4999.0;188411.0;0;0;74.0
0;2010;4999.0;347000.0;1;1;135.0
3;2016;4999.0;214928.0;0;1;75.0
3;2005;4999.0;276000.0;0;1;77.0
0;2010;4999.0;281254.0;0;1;105.0
8;2008;4999.0;242000.0;1;3;57.0
10;2008;4999.0;292000.0;1;1;152.0
26;2013;4999.0;170605.0;0;0;92.0
12;2012;4999.0;294500.0;1;1;143.0
16;2014;4999.0;137000.0;0;1;55.0
2;2008;4999.0;273000.0;0;0;125.0
16;2013;4999.0;225813.0;0;1;94.0
3;2009;4999.0;173633.0;1;0;118.0
12;2008;4999.0;132000.0;1;1;88.0
1;2011;4999.0;280000.0;0;0;90.0
28;2007;4999.0;359000.0;1;-1;199.0
17;2011;4999.0;232394.0;0;1;120.0
0;2007;4999.0;306000.0;1;1;210.0
0;2006;4999.0;337500.0;1;1;160.0
0;2006;4999.0;300000.0;1;0;270.0
12;2015;4999.0;210000.0;0;5;103.0
2;2012;4999.0;382470.0;0;1;105.0
21;2015;4999.0;140000.0;0;1;68.0
18;2008;4999.0;248000.0;0;1;125.0
8;2006;4999.0;207000.0;0;1;100.0
3;2010;4999.0;299128.0;0;1;77.0
21;2013;5000.0;261790.0;0;1;120.0
3;2008;5000.0;350000.0;1;1;103.0
16;2011;5000.0;302000.0;0;1;85.0
2;2009;5000.0;202020.0;1;5;188.0
14;2008;5000.0;231480.0;1;5;104.0
2;2009;5000.0;320497.0;0;1;177.0
2;2010;5000.0;313899.0;0;1;105.0
28;2006;5000.0;336017.0;1;3;155.0
8;2010;5000.0;653592.0;1;3;73.0
5;2009;5000.0;262065.0;0;1;136.0
3;2012;5000.0;275623.0;0;1;66.0
1;2009;5000.0;300000.0;0;1;125.0
14;2010;5000.0;228000.0;0;1;81.0
1;2011;5000.0;268551.0;0;1;77.0
21;2016;5000.0;193000.0;0;1;88.0
36;2011;5000.0;170000.0;0;1;82.0
3;2010;5000.0;300651.0;0;1;77.0
8;2009;5000.0;328008.0;0;1;93.0
20;2020;5000.0;62000.0;0;0;56.0
2;2008;5000.0;191000.0;0;0;118.0
8;2008;5050.0;147000.0;0;1;130.0
2;2011;5099.0;339623.0;1;1;177.0
4;2012;5100.0;241000.0;0;1;82.0
16;2010;5100.0;275120.0;0;0;104.0
3;2008;5100.0;189125.0;0;1;96.0
12;2013;5100.0;282318.0;1;1;120.0
1;2011;5100.0;338747.0;0;1;77.0
4;2017;5100.0;237000.0;0;1;73.0
3;2011;5100.0;283500.0;1;1;103.0
2;2010;5100.0;320000.0;1;1;140.0
3;2009;5100.0;215369.0;1;1;125.0
20;2017;5100.0;120000.0;1;-1;57.0
3;2010;5100.0;242256.0;0;0;77.0
3;2012;5100.0;293158.0;1;1;103.0
4;2018;5100.0;190000.0;0;1;55.0
0;2009;5150.0;244667.0;0;1;105.0
0;2010;5150.0;269000.0;0;1;85.0
4;2011;5150.0;219000.0;0;0;88.0
12;2011;5150.0;216000.0;1;1;118.0
0;2007;5150.0;178000.0;1;0;200.0
21;2011;5150.0;244478.0;1;1;85.0
36;2007;5150.0;258000.0;0;0;88.0
27;2011;5150.0;158000.0;0;0;85.0
6;2007;5150.0;275100.0;1;1;150.0
3;2010;5150.0;266000.0;0;0;90.0
26;2012;5150.0;191234.0;0;1;103.0
2;2008;5150.0;104662.0;0;0;118.0
12;2014;5150.0;336200.0;0;1;77.0
2;2008;5150.0;210000.0;1;1;103.0
1;2011;5150.0;203733.0;0;0;118.0
8;2014;5150.0;259000.0;0;0;108.0
6;2011;5155.0;381000.0;1;1;100.0
0;2007;5190.0;194000.0;0;1;110.0
12;2011;5190.0;201000.0;0;1;84.0
5;2009;5199.0;285520.0;1;1;120.0
27;2010;5199.0;207703.0;0;1;127.0
12;2011;5199.0;140640.0;0;0;88.0
18;2012;5199.0;310345.0;1;1;100.0
8;2013;5200.0;360561.0;0;1;91.0
5;2011;5200.0;318755.0;0;1;84.0
0;2009;5200.0;317617.0;0;1;105.0
28;2007;5200.0;470000.0;1;0;155.0
3;2011;5200.0;406749.0;0;1;103.0
0;1993;5200.0;287000.0;0;0;141.0
26;2009;5200.0;290000.0;0;1;100.0
4;2014;5200.0;218300.0;0;0;96.0
26;2014;5200.0;144000.0;0;0;92.0
4;2016;5200.0;42000.0;1;-1;49.0
8;2008;5200.0;224141.0;1;0;108.0
3;2014;5200.0;290000.0;0;1;77.0
20;2012;5200.0;200000.0;0;1;96.0
12;2017;5200.0;260000.0;0;1;81.0
3;2008;5200.0;305225.0;1;1;176.0
3;2011;5200.0;277388.0;0;1;100.0
3;2011;5200.0;232000.0;0;0;118.0
26;2008;5200.0;309834.0;0;1;63.0
3;2012;5200.0;250000.0;0;1;77.0
6;2006;5250.0;295806.0;1;1;140.0
26;2011;5250.0;260000.0;1;0;149.0
2;2004;5250.0;255000.0;1;1;202.0
2;2008;5250.0;296000.0;1;1;171.0
6;2007;5264.0;360000.0;0;1;110.0
12;2010;5299.0;293416.0;1;1;96.0
2;2008;5299.0;217000.0;1;1;105.0
2;2010;5300.0;294000.0;1;0;162.0
3;2010;5300.0;224000.0;1;1;77.0
2;2005;5300.0;348454.0;1;1;171.0
6;2006;5300.0;321235.0;1;1;80.0
8;2008;5300.0;262000.0;1;1;65.0
8;2010;5300.0;221000.0;1;1;110.0
6;2012;5300.0;319000.0;0;1;100.0
1;2011;5300.0;222000.0;0;0;147.0
47;2018;5300.0;68605.0;1;1;6.0
12;2011;5300.0;287646.0;0;1;96.0
2;2008;5300.0;209820.0;1;0;205.0
0;1999;5300.0;330000.0;1;1;135.0
1;2011;5300.0;238000.0;0;1;77.0
2;2007;5300.0;250000.0;1;0;118.0
4;2014;5300.0;122718.0;0;0;96.0
2;2005;5300.0;245262.0;1;0;75.0
6;2008;5350.0;350000.0;1;1;125.0
3;2010;5350.0;242439.0;0;1;77.0
0;2010;5350.0;246979.0;1;1;105.0
6;2009;5350.0;226000.0;1;1;125.0
16;2012;5350.0;229964.0;0;1;85.0
14;2010;5350.0;374000.0;0;1;126.0
3;2011;5350.0;152471.0;0;0;77.0
12;2011;5350.0;252709.0;1;1;120.0
6;2006;5350.0;405000.0;1;1;173.0
3;2012;5350.0;210000.0;0;1;77.0
4;2017;5350.0;157000.0;0;1;90.0
5;2012;5375.0;216785.0;0;1;84.0
26;2016;5390.0;238400.0;0;1;55.0
0;2005;5399.0;320440.0;1;1;160.0
3;2010;5400.0;258000.0;1;1;77.0
21;2017;5400.0;138707.0;0;1;73.0
5;2015;5400.0;414210.0;1;1;158.0
13;2007;5400.0;241000.0;1;5;110.0
0;2011;5400.0;340026.0;1;1;135.0
4;2012;5400.0;258946.0;1;1;82.0
8;2013;5400.0;282642.0;0;1;91.0
1;2016;5400.0;331000.0;1;1;81.0
28;2006;5400.0;337000.0;1;-1;199.0
3;2008;5400.0;267000.0;1;1;103.0
12;2011;5400.0;158537.0;1;0;103.0
6;2006;5400.0;322000.0;1;1;165.0
3;1998;5400.0;316291.0;0;1;75.0
29;2008;5400.0;240017.0;0;1;103.0
12;2012;5400.0;304496.0;0;1;81.0
8;2009;5400.0;349814.0;0;1;93.0
5;2009;5435.0;265500.0;1;1;136.0
5;2011;5450.0;286500.0;1;1;120.0
27;2010;5450.0;197696.0;0;0;77.0
2;2008;5450.0;284000.0;0;1;103.0
3;2011;5450.0;264000.0;0;1;103.0
12;2011;5450.0;282067.0;0;0;184.0
14;2009;5450.0;189097.0;0;1;110.0
12;2009;5450.0;238975.0;0;1;110.0
26;2009;5450.0;261000.0;0;1;100.0
1;2012;5450.0;257000.0;0;1;81.0
12;2009;5450.0;187000.0;1;1;118.0
2;2009;5450.0;380000.0;1;1;140.0
12;2017;5450.0;132500.0;1;0;64.0
0;2007;5450.0;310000.0;1;1;170.0
4;2012;5450.0;148500.0;0;1;82.0
4;2012;5490.0;240000.0;0;1;82.0
5;2012;5490.0;246000.0;0;1;85.0
2;2008;5490.0;193500.0;0;0;92.0
28;2008;5499.0;210568.0;0;1;130.0
12;2012;5499.0;276230.0;1;1;118.0
13;2011;5499.0;282912.0;0;0;73.0
2;2009;5499.0;332000.0;0;1;77.0
4;2015;5499.0;152000.0;0;1;88.0
3;2006;5499.0;124106.0;0;0;75.0
26;2012;5500.0;225000.0;1;1;103.0
26;2008;5500.0;164544.0;1;0;221.0
8;2011;5500.0;247000.0;1;3;73.0
6;2015;5500.0;350000.0;0;1;120.0
4;2017;5500.0;106200.0;0;0;60.0
18;2007;5500.0;220000.0;0;0;139.0
3;2010;5500.0;175000.0;0;1;77.0
3;2015;5500.0;220000.0;1;0;155.0
2;2008;5500.0;350940.0;1;1;140.0
27;2013;5500.0;218000.0;0;1;110.0
0;2010;5500.0;287100.0;0;1;105.0
0;2011;5500.0;269765.0;1;1;180.0
7;2011;5500.0;248536.0;1;5;110.0
18;2013;5500.0;281976.0;0;1;85.0
2;2006;5500.0;309816.0;1;1;171.0
1;2012;5500.0;232473.0;0;1;77.0
12;2015;5500.0;335000.0;0;1;100.0
26;2010;5500.0;352000.0;0;1;103.0
5;1988;5500.0;222100.0;0;0;88.0
0;2009;5500.0;193696.0;0;1;130.0
14;2011;5500.0;258000.0;0;1;81.0
2;2009;5500.0;302620.0;1;1;140.0
20;2013;5500.0;82000.0;1;-1;43.0
0;2009;5500.0;325208.0;0;1;130.0
3;2015;5500.0;185000.0;0;1;55.0
6;2010;5500.0;282265.0;1;1;150.0
4;2016;5500.0;264000.0;0;1;73.0
4;2015;5500.0;195000.0;0;0;81.0
16;2013;5500.0;221060.0;1;1;145.0
3;2013;5500.0;357000.0;0;1;75.0
2;2010;5500.0;288000.0;1;1;125.0
8;2008;5500.0;300000.0;1;3;56.0
3;2014;5500.0;419000.0;1;1;130.0
0;2009;5500.0;288369.0;1;1;120.0
1;2011;5500.0;331527.0;0;1;77.0
4;2014;5500.0;130000.0;0;0;96.0
3;2011;5500.0;285164.0;1;1;77.0
9;2008;5500.0;187000.0;1;1;118.0
4;2013;5500.0;191000.0;0;0;115.0
34;2015;5500.0;290000.0;0;1;94.0
3;2009;5550.0;214524.0;1;0;90.0
3;2009;5550.0;271703.0;1;0;118.0
8;2011;5550.0;377000.0;1;-1;73.0
3;2010;5550.0;206000.0;0;1;103.0
3;2013;5550.0;204685.0;0;1;103.0
34;2017;5555.0;79772.0;1;1;70.0
18;2011;5590.0;350000.0;1;1;145.0
1;2010;5590.0;241578.0;1;1;77.0
12;2015;5599.0;238562.0;0;0;88.0
26;2014;5600.0;180000.0;1;0;134.0
26;2009;5600.0;276099.0;0;1;100.0
12;2012;5600.0;265609.0;0;1;118.0
8;2010;5600.0;399000.0;1;-1;73.0
0;2013;5600.0;301838.0;0;0;125.0
5;2011;5600.0;301072.0;1;1;120.0
6;2010;5600.0;278998.0;1;1;125.0
6;2008;5600.0;330000.0;1;1;225.0
3;2011;5600.0;186000.0;1;0;103.0
3;2009;5600.0;221000.0;0;0;110.0
29;2013;5600.0;200359.0;0;1;66.0
4;2017;5600.0;230000.0;0;1;74.0
1;2015;5600.0;243940.0;0;1;66.0
12;2013;5600.0;217000.0;0;1;81.0
4;2014;5600.0;210000.0;0;1;74.0
27;2012;5650.0;196000.0;0;1;127.0
36;2016;5650.0;100000.0;0;1;82.0
14;2011;5650.0;93000.0;1;1;140.0
4;2011;5650.0;165809.0;1;1;120.0
8;2012;5650.0;251000.0;0;1;93.0
8;2012;5650.0;230000.0;0;1;93.0
13;2011;5650.0;252814.0;1;0;115.0
26;2011;5650.0;295895.0;0;1;85.0
8;2011;5650.0;257000.0;0;1;93.0
20;2013;5650.0;240000.0;0;1;96.0
8;2009;5678.0;220000.0;0;0;97.0
1;2012;5699.0;321141.0;1;0;118.0
12;2013;5700.0;242390.0;0;1;84.0
4;2015;5700.0;248000.0;1;1;88.0
2;2009;5700.0;250000.0;0;1;100.0
14;2019;5700.0;120000.0;0;1;66.0
21;2014;5700.0;215000.0;0;1;85.0
6;2008;5700.0;306000.0;1;1;165.0
26;2015;5700.0;63000.0;1;0;88.0
21;2016;5700.0;251000.0;0;1;88.0
0;2010;5700.0;273465.0;1;1;130.0
4;2014;5700.0;229687.0;0;1;88.0
4;2015;5700.0;139400.0;0;0;81.0
48;2015;5700.0;144000.0;0;0;121.0
2;2010;5700.0;196000.0;0;0;92.0
0;2009;5700.0;333123.0;1;1;145.0
17;2011;5700.0;193000.0;0;1;120.0
4;2019;5700.0;190000.0;0;1;75.0
18;2008;5700.0;249287.0;0;1;114.0
1;2017;5745.0;232064.0;0;1;81.0
5;2013;5750.0;245800.0;1;1;85.0
16;2014;5750.0;96946.0;0;0;74.0
12;2011;5750.0;224887.0;1;1;118.0
27;2010;5750.0;173303.0;0;1;127.0
17;2013;5750.0;261090.0;1;1;120.0
3;2011;5750.0;203000.0;1;0;90.0
26;2010;5750.0;250000.0;0;1;100.0
12;2014;5750.0;266000.0;0;1;120.0
14;2011;5750.0;191000.0;0;1;78.0
12;2016;5750.0;198000.0;0;1;100.0
26;2015;5750.0;132000.0;0;0;74.0
8;2011;5750.0;225000.0;0;1;93.0
8;2006;5777.0;280000.0;0;1;100.0
3;2011;5790.0;315000.0;0;1;125.0
6;2007;5790.0;181138.0;0;0;135.0
27;2011;5790.0;239741.0;0;1;127.0
14;2012;5790.0;312200.0;0;1;81.0
12;2015;5799.0;191815.0;0;1;81.0
26;2017;5800.0;98556.0;1;0;82.0
0;1987;5800.0;228000.0;0;0;95.0
0;2006;5800.0;301000.0;1;1;170.0
6;2010;5800.0;283571.0;1;1;100.0
3;2013;5800.0;116000.0;0;0;44.0
5;2010;5800.0;265000.0;0;1;120.0
4;2015;5800.0;219000.0;0;1;68.0
2;2010;5800.0;295131.0;1;1;125.0
3;2009;5800.0;249080.0;1;0;118.0
20;2017;5800.0;200000.0;0;1;66.0
6;2009;5800.0;262000.0;1;1;100.0
1;2016;5800.0;398084.0;1;1;81.0
1;2015;5800.0;212000.0;0;1;77.0
3;2011;5800.0;294000.0;1;1;103.0
0;2011;5800.0;139000.0;1;1;104.0
8;2009;5800.0;260000.0;1;3;73.0
17;2011;5800.0;244000.0;0;1;120.0
1;2011;5800.0;235000.0;0;1;77.0
0;2006;5800.0;243000.0;1;5;190.0
4;2019;5800.0;172000.0;0;1;75.0
36;2012;5800.0;90141.0;0;0;72.0
16;2016;5800.0;216470.0;0;0;74.0
4;2016;5800.0;154000.0;0;0;60.0
4;2016;5800.0;150000.0;0;0;81.0
3;2015;5800.0;157960.0;0;1;55.0
26;2007;5800.0;372115.0;1;1;96.0
0;2010;5800.0;265882.0;0;0;105.0
8;2011;5800.0;223174.0;0;0;73.0
2;2007;5800.0;328452.0;1;0;188.0
0;2012;5800.0;296714.0;0;1;85.0
1;2013;5850.0;168000.0;0;0;77.0
5;2012;5850.0;217000.0;0;1;85.0
0;2008;5850.0;280000.0;0;1;130.0
8;2011;5850.0;260000.0;1;0;72.0
26;2013;5850.0;164500.0;0;0;92.0
6;2000;5850.0;246000.0;0;1;90.0
5;2009;5850.0;275500.0;0;1;120.0
16;2015;5850.0;256000.0;0;1;94.0
13;2012;5850.0;271000.0;1;1;110.0
0;2011;5850.0;406674.0;1;1;150.0
1;2016;5850.0;213000.0;0;1;66.0
5;2012;5850.0;239900.0;0;1;100.0
26;2011;5850.0;255769.0;0;1;85.0
5;2007;5850.0;300000.0;1;1;136.0
0;2015;5883.0;119500.0;1;0;180.0
18;2011;5890.0;300000.0;1;1;145.0
8;2012;5890.0;280000.0;0;1;91.0
3;2008;5899.0;285000.0;0;1;103.0
27;2010;5899.0;241203.0;0;1;127.0
27;2010;5899.0;227874.0;0;1;127.0
0;2008;5899.0;355000.0;1;1;145.0
18;2010;5900.0;204000.0;0;1;100.0
26;2008;5900.0;330000.0;0;1;100.0
12;2013;5900.0;132999.0;0;1;120.0
5;2010;5900.0;243396.0;1;1;120.0
12;2015;5900.0;131400.0;0;0;103.0
4;2012;5900.0;254000.0;1;4;120.0
8;2016;5900.0;199000.0;0;1;82.0
26;2011;5900.0;216000.0;1;1;103.0
2;2011;5900.0;308540.0;1;1;140.0
2;2011;5900.0;305370.0;1;1;140.0
3;2011;5900.0;252485.0;1;1;103.0
0;2011;5900.0;202110.0;0;1;85.0
9;2008;5900.0;264863.0;1;1;118.0
2;2011;5900.0;216222.0;0;0;90.0
16;2012;5900.0;238600.0;0;1;85.0
3;2011;5900.0;165000.0;0;1;77.0
12;2011;5900.0;182000.0;0;1;120.0
39;2017;5900.0;250867.0;0;1;66.0
3;2011;5900.0;300000.0;1;5;110.0
0;2008;5900.0;303000.0;0;1;130.0
8;2013;5900.0;261000.0;0;1;66.0
3;2012;5900.0;340000.0;0;1;77.0
14;2016;5900.0;45000.0;1;2;80.0
3;2009;5900.0;129575.0;0;0;90.0
5;2008;5900.0;314548.0;1;1;120.0
12;2012;5900.0;234000.0;0;1;135.0
26;2013;5900.0;89000.0;0;0;74.0
26;2010;5900.0;230960.0;0;1;129.0
4;2014;5900.0;230000.0;1;1;85.0
14;2010;5900.0;367600.0;0;1;84.0
0;2008;5900.0;304124.0;1;1;145.0
26;2012;5900.0;305487.0;0;1;92.0
3;2012;5900.0;297140.0;0;0;90.0
29;2014;5950.0;263000.0;0;1;77.0
12;2013;5950.0;300000.0;1;1;96.0
3;2004;5950.0;270000.0;0;1;77.0
3;2013;5950.0;256500.0;0;1;81.0
17;2009;5950.0;248000.0;1;1;110.0
18;2005;5950.0;143996.0;0;0;103.0
32;2013;5950.0;172306.0;0;1;88.0
14;2010;5950.0;242092.0;0;1;76.0
12;2013;5950.0;258369.0;0;1;96.0
8;2012;5950.0;214400.0;1;1;66.0
26;2014;5950.0;187000.0;0;1;85.0
26;2009;5950.0;173055.0;0;1;100.0
0;2008;5950.0;275000.0;0;0;110.0
6;2014;5950.0;264000.0;0;1;66.0
12;2015;5950.0;195000.0;0;1;103.0
20;2009;5950.0;224800.0;1;1;107.0
26;2013;5950.0;310000.0;1;1;103.0
0;2012;5950.0;220000.0;0;1;105.0
5;2011;5950.0;244855.0;0;1;85.0
3;2008;5950.0;167900.0;0;1;75.0
0;2010;5950.0;290000.0;0;1;130.0
12;2014;5950.0;190000.0;0;1;120.0
6;2010;5950.0;234430.0;1;1;125.0
3;2011;5950.0;293000.0;0;1;75.0
14;2009;5950.0;189390.0;0;0;84.0
0;2005;5950.0;404021.0;1;1;160.0
3;2011;5950.0;139000.0;1;0;77.0
6;2014;5961.0;273589.0;1;1;150.0
2;2008;5980.0;219829.0;1;0;118.0
6;2015;5989.0;214000.0;0;1;81.0
8;2014;5990.0;270000.0;0;1;91.0
26;2014;5990.0;187000.0;0;1;103.0
5;2008;5990.0;270000.0;1;1;136.0
2;2011;5990.0;250498.0;0;1;77.0
5;2012;5990.0;295620.0;0;1;120.0
14;2010;5990.0;246000.0;0;1;110.0
14;2010;5990.0;246000.0;0;1;110.0
12;2013;5990.0;206000.0;0;1;121.0
0;2009;5990.0;366000.0;1;1;173.0
21;2016;5990.0;229358.0;0;1;73.0
3;2007;5990.0;272000.0;0;1;80.0
28;2005;5995.0;280000.0;1;3;155.0
1;2011;5999.0;226000.0;0;0;92.0
12;2012;5999.0;244254.0;1;1;143.0
12;2013;5999.0;270805.0;0;1;120.0
0;2006;5999.0;208687.0;1;1;170.0
12;2011;5999.0;227777.0;1;1;118.0
12;2015;5999.0;268478.0;0;1;121.0
2;2010;5999.0;252540.0;1;1;125.0
3;2008;5999.0;233480.0;0;0;110.0
2;2011;5999.0;269000.0;0;1;77.0
26;2016;5999.0;164365.0;0;0;74.0
2;2009;5999.0;227010.0;1;0;155.0
3;2010;5999.0;170000.0;0;1;77.0
12;2013;5999.0;280000.0;0;1;120.0
12;2016;5999.0;269874.0;0;1;77.0
12;2011;5999.0;184388.0;1;1;118.0
3;2013;5999.0;251004.0;0;1;77.0
5;2011;5999.0;233576.0;0;0;132.0
5;2009;5999.0;330880.0;1;1;136.0
27;2013;5999.0;234000.0;0;1;110.0
3;2008;5999.0;156000.0;0;0;110.0
10;2010;5999.0;280000.0;1;1;155.0
2;2008;6000.0;281990.0;1;1;240.0
3;2011;6000.0;195287.0;0;1;77.0
0;2012;6000.0;349088.0;0;1;85.0
2;2012;6000.0;352483.0;1;1;176.0
12;2017;6000.0;258000.0;1;1;100.0
3;2009;6000.0;249654.0;1;0;147.0
21;2013;6000.0;159827.0;0;1;81.0
8;2012;6000.0;244000.0;0;0;108.0
3;2013;6000.0;240000.0;0;0;90.0
3;2007;6000.0;590000.0;0;1;75.0
14;2013;6000.0;340177.0;0;1;110.0
6;2012;6000.0;318738.0;1;1;100.0
3;2011;6000.0;116120.0;0;1;77.0
3;2010;6049.0;264000.0;0;5;85.0
12;2015;6050.0;147000.0;0;1;120.0
6;2005;6050.0;243000.0;1;1;165.0
0;2009;6050.0;278840.0;1;1;160.0
27;2012;6099.0;217000.0;0;0;121.0
29;2016;6099.0;173187.0;0;1;66.0
12;2013;6099.0;217000.0;0;1;121.0
0;2011;6100.0;305590.0;0;1;120.0
12;2014;6100.0;226100.0;0;1;103.0
14;2011;6100.0;355000.0;0;1;140.0
6;2008;6100.0;317797.0;1;1;165.0
11;2013;6100.0;241410.0;0;1;77.0
5;2011;6100.0;257201.0;0;1;84.0
4;2016;6100.0;256000.0;0;1;73.0
12;2017;6100.0;221000.0;1;1;100.0
12;2011;6100.0;201000.0;1;1;96.0
0;2014;6100.0;270000.0;1;1;105.0
6;2009;6100.0;202993.0;1;1;165.0
20;2014;6100.0;255366.0;0;0;66.0
6;2012;6150.0;235000.0;0;1;80.0
26;2011;6150.0;221000.0;0;1;103.0
3;2014;6150.0;239000.0;1;1;110.0
6;2014;6150.0;253160.0;0;1;80.0
8;2010;6150.0;204223.0;0;0;97.0
8;2013;6150.0;232000.0;0;0;108.0
6;2012;6190.0;295000.0;1;1;120.0
0;2009;6199.0;320000.0;1;1;180.0
0;2006;6200.0;300000.0;1;1;200.0
26;2014;6200.0;230000.0;1;1;103.0
29;2011;6200.0;237500.0;1;0;110.0
3;2015;6200.0;98500.0;1;-1;85.0
6;2009;6200.0;303264.0;1;1;165.0
6;2014;6200.0;346949.0;1;1;125.0
